	Age	Education	Marital_Status	Income	Children	daysCustomerFor	Recency	Wines	Fruits	Meat	Fish	Sweets	Total_Spent	Gold	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	PurchaseNum	NumStorePurchases	NumWebVisitsMonth	Total_campaigns_accepted	Complain	Cust_Seniority	Clusters
737	70	PG	Married	70545.0	1	275	29	138	39	63	55	18	334	21	1	4	1	12	7	2	0	0	New	4
738	33	UG	Married	17487.0	1	628	37	0	0	1	7	4	18	6	1	1	0	3	2	7	0	0	Old	2
739	53	UG	Married	62882.0	1	819	26	509	133	497	78	24	1338	97	2	7	5	18	6	4	0	0	Old	3
740	69	PG	Single	64108.0	1	623	8	948	10	86	13	21	1099	21	4	6	9	26	11	5	0	0	Old	0
741	66	PG	Married	34941.0	2	551	26	39	2	25	4	3	97	24	2	3	0	6	3	8	0	0	Old	2
742	72	PG	Single	48767.0	3	339	79	28	1	21	3	0	63	10	3	2	1	6	3	5	0	0	New	4
743	44	UG	Married	38702.0	1	697	71	13	11	24	13	8	109	40	2	3	0	7	4	6	0	0	Old	2
744	58	UG	Married	82224.0	0	315	83	307	26	360	138	31	902	40	1	6	9	20	5	3	1	0	New	1
745	70	UG	Married	83844.0	0	366	57	901	31	345	75	31	1574	191	1	4	4	19	11	1	1	0	New	1
746	47	UG	Married	17003.0	1	450	37	2	5	12	4	8	38	7	3	2	0	6	4	5	0	0	Old	2
747	27	UG	Single	71163.0	0	94	30	283	17	372	138	106	960	44	1	3	8	23	12	1	0	0	New	1
748	52	UG	Single	33697.0	1	447	34	4	3	7	0	3	28	11	1	1	0	3	2	7	1	0	Old	2
749	68	UG	Married	63564.0	0	311	0	769	80	252	15	34	1215	65	1	10	10	27	7	6	2	0	New	1
750	50	PG	Married	83443.0	0	340	89	518	42	742	55	56	1497	84	1	6	10	21	5	2	0	0	New	1
751	64	PG	Married	51518.0	1	636	92	350	8	66	17	4	449	4	2	3	2	15	10	3	0	0	Old	0
752	47	UG	Single	58330.0	1	346	87	445	53	213	104	98	1064	151	1	6	4	23	13	4	0	0	New	1
753	53	UG	Married	80952.0	0	646	20	778	178	689	41	27	1757	44	1	8	5	24	11	8	4	0	Old	3
754	43	UG	Married	75507.0	0	304	56	709	93	374	104	80	1440	80	1	8	6	20	6	3	0	0	New	1
755	44	UG	Married	63855.0	0	460	28	359	35	314	93	116	1006	89	1	7	3	23	13	4	0	0	Old	3
756	50	PG	Married	62220.0	1	758	55	799	12	375	16	12	1226	12	5	7	6	18	5	6	1	0	Old	0
757	58	UG	Married	58512.0	1	443	25	895	10	101	13	0	1171	152	5	3	4	15	8	8	0	0	Old	0
758	43	PG	Married	40662.0	1	631	0	40	2	23	0	4	92	23	2	2	1	6	3	4	0	0	Old	2
759	63	PG	Married	38829.0	1	185	86	76	0	7	0	0	99	16	1	3	2	7	2	5	0	0	New	4
760	41	UG	Married	35523.0	1	636	8	11	5	22	12	5	66	11	2	3	0	6	3	7	0	0	Old	2
761	55	UG	Single	79146.0	2	226	33	245	16	223	21	43	564	16	2	8	1	17	8	6	0	0	New	4
762	34	PG	Married	78285.0	0	404	13	647	107	391	175	67	1427	40	1	6	4	20	10	3	0	0	Old	3
763	44	PG	Single	31626.0	1	427	12	39	1	9	2	1	86	34	1	2	1	5	2	7	2	0	Old	2
764	70	UG	Single	75127.0	0	198	92	203	35	305	46	17	833	227	1	2	11	18	5	1	0	0	New	1
765	67	UG	Married	48726.0	1	588	90	138	3	38	4	0	242	59	3	3	2	9	4	6	0	0	Old	2
766	45	UG	Married	74985.0	0	757	8	587	51	898	247	0	1869	86	1	3	6	16	7	2	0	0	Old	3
767	35	UG	Married	67430.0	0	941	6	595	97	291	127	133	1364	121	1	11	5	28	12	6	0	0	Old	3
768	57	UG	Married	46891.0	1	696	91	43	12	23	29	15	183	61	1	2	1	7	4	4	0	0	Old	2
769	66	PG	Married	62058.0	1	559	52	301	7	74	10	0	450	58	4	6	1	14	7	6	0	0	Old	0
770	43	UG	Married	72063.0	1	639	3	180	32	348	76	32	758	90	2	5	2	19	12	2	0	0	Old	3
771	71	PG	Married	78939.0	0	359	57	794	115	243	150	0	1507	205	1	8	5	19	6	3	0	0	New	1
772	57	UG	Single	42720.0	2	591	9	392	5	91	28	26	654	112	8	7	3	17	7	8	1	0	Old	0
773	50	UG	Married	33622.0	2	602	22	39	1	22	3	4	81	12	3	2	0	6	4	7	0	0	Old	2
774	65	PG	Married	6835.0	1	846	76	107	2	12	2	2	137	12	0	0	0	1	1	20	0	0	Old	2
775	69	UG	Married	41452.0	2	551	86	13	0	3	0	0	16	0	1	1	0	3	2	7	0	0	Old	2
776	57	PG	Single	40760.0	1	463	64	70	0	17	0	0	93	6	2	2	1	6	3	6	0	0	Old	2
777	64	PG	Married	74250.0	0	314	90	680	11	392	75	0	1158	0	1	2	11	17	4	1	0	0	New	1
778	67	PG	Single	51124.0	2	353	79	26	1	11	0	1	43	4	2	1	0	4	3	3	0	0	New	4
779	51	UG	Single	72258.0	1	362	28	522	0	522	227	120	1525	134	2	6	9	20	5	2	0	0	New	1
780	48	PG	Single	71466.0	0	216	86	412	12	546	78	182	1230	0	1	4	4	18	10	1	0	0	New	1
781	46	UG	Married	36283.0	2	236	42	6	5	5	8	0	29	5	2	1	0	4	3	4	0	0	New	4
782	52	UG	Single	20587.0	1	31	39	2	3	6	4	1	25	9	1	1	1	4	2	7	0	0	New	4
783	50	UG	Married	30467.0	1	262	8	1	3	8	2	5	24	5	1	1	0	3	2	7	0	0	New	4
784	50	UG	Married	31590.0	1	536	40	6	2	15	6	6	38	3	1	1	0	4	3	8	0	0	Old	2
785	36	UG	Married	20425.0	1	768	5	4	12	5	3	16	57	17	2	2	0	5	3	7	0	0	Old	2
786	62	PG	Married	17144.0	2	294	96	18	2	19	0	2	47	6	5	3	0	7	4	7	0	0	New	4
787	54	PG	Single	42564.0	1	673	28	324	48	186	39	18	813	198	6	6	8	18	4	7	2	0	Old	0
788	44	PG	Married	43783.0	1	191	22	327	9	125	25	4	629	139	6	7	1	16	8	7	1	0	New	0
789	46	UG	Single	40780.0	1	849	30	229	27	71	13	3	377	34	4	7	1	13	5	9	0	0	Old	2
790	77	PG	Married	62847.0	0	690	45	521	168	706	80	76	1612	61	1	3	6	13	4	2	0	0	Old	3
791	65	PG	Married	82017.0	0	878	58	184	23	446	30	23	729	23	1	5	4	16	7	2	4	0	Old	3
792	72	UG	Single	16813.0	0	505	49	4	8	11	12	2	50	13	1	2	0	5	3	7	1	0	Old	2
793	44	UG	Married	51267.0	2	403	37	183	2	64	7	2	270	12	4	3	3	11	5	4	0	0	Old	2
794	61	UG	Single	46524.0	1	581	70	31	19	35	26	14	177	52	2	1	1	7	5	3	0	0	Old	2
795	60	PG	Single	45183.0	0	685	33	219	3	60	12	9	315	12	1	4	1	12	7	7	1	0	Old	2
796	68	PG	Married	70421.0	1	161	98	479	28	136	75	14	767	35	3	10	3	20	7	6	0	0	New	1
797	57	UG	Single	60161.0	1	774	17	584	44	212	46	8	1071	177	3	11	4	23	8	8	0	0	Old	0
798	49	UG	Married	73926.0	0	671	54	627	91	597	159	91	1580	15	1	6	5	23	12	3	0	0	Old	3
799	54	UG	Married	19329.0	1	357	39	24	1	16	12	2	60	5	3	4	0	7	3	8	0	0	New	4
800	52	PG	Married	61872.0	1	358	81	330	5	159	36	27	573	16	4	4	4	17	9	4	0	0	New	4
801	66	UG	Single	46984.0	2	620	71	19	1	10	2	1	41	8	1	1	0	4	3	5	0	0	Old	2
802	71	UG	Married	34838.0	2	686	62	28	23	29	29	14	170	47	3	2	1	7	4	6	0	0	Old	2
803	78	PG	Single	82716.0	0	574	8	606	148	228	15	148	1167	22	1	6	8	27	13	2	0	0	Old	3
804	64	UG	Married	48192.0	0	550	76	1039	43	204	153	58	1526	29	3	2	8	22	12	8	4	0	Old	3
805	46	PG	Married	49681.0	2	604	66	411	0	26	0	0	458	21	6	7	1	15	7	7	0	0	Old	0
806	51	PG	Married	56850.0	1	258	83	34	1	19	2	7	63	0	1	1	1	5	3	2	0	0	New	4
807	65	UG	Married	55267.0	1	411	28	161	28	136	32	3	405	45	4	3	4	13	6	3	0	0	Old	0
808	50	UG	Married	59666.0	2	624	87	623	53	178	23	17	1027	133	7	3	2	13	8	8	1	0	Old	0
809	50	UG	Single	72504.0	1	550	43	604	26	470	123	161	1478	94	2	5	9	20	6	2	0	0	Old	3
810	41	UG	Married	26872.0	0	416	0	3	10	8	3	16	72	32	1	1	1	4	2	6	0	0	Old	2
811	50	UG	Single	21359.0	1	595	1	12	2	17	6	1	48	10	2	2	0	5	3	8	1	0	Old	2
812	47	UG	Single	73170.0	0	189	1	184	174	256	50	30	726	32	1	5	4	15	6	2	0	0	New	1
813	67	PG	Married	52750.0	1	613	72	393	0	239	90	69	860	69	6	5	7	21	9	4	0	0	Old	0
814	36	PG	Married	91820.0	0	378	72	410	73	747	76	161	1497	30	0	5	5	22	12	1	0	0	Old	3
815	52	PG	Married	65968.0	1	1	12	376	9	83	19	4	495	4	2	5	4	16	7	3	0	0	New	4
816	46	UG	Married	30772.0	2	3	89	7	2	4	2	1	20	4	1	1	0	3	2	6	0	0	New	4
817	68	UG	Single	22507.0	0	742	67	68	0	226	51	157	570	68	3	10	2	16	4	9	0	0	Old	0
818	50	UG	Married	65685.0	1	252	54	642	14	49	0	7	769	57	1	9	2	20	9	5	0	0	New	1
819	44	UG	Married	25804.0	1	696	34	8	7	9	13	6	55	12	2	2	0	5	3	8	0	0	Old	2
820	42	PG	Single	76412.0	0	580	15	840	53	804	23	71	1808	17	1	5	4	17	8	3	3	0	Old	3
821	50	UG	Married	22063.0	1	485	43	7	10	13	3	11	55	11	2	2	0	5	3	7	0	0	Old	2
822	61	UG	Single	57091.0	0	174	0	464	5	64	7	0	577	37	1	7	3	17	7	5	2	0	New	1
823	59	UG	Married	22419.0	0	597	74	30	3	47	19	21	162	42	1	3	2	7	2	8	0	0	Old	2
824	63	UG	Married	87771.0	1	563	61	1492	38	287	50	57	1957	33	1	5	10	19	4	6	5	0	Old	3
825	63	UG	Single	78353.0	1	599	51	752	122	476	39	153	1576	34	1	10	2	23	11	8	0	0	Old	3
826	68	UG	Married	93404.0	3	519	97	1279	15	287	20	0	1616	15	3	3	4	14	7	5	2	0	Old	0
827	60	UG	Single	37859.0	3	370	75	22	1	8	2	1	36	2	2	1	0	4	3	8	0	0	New	4
828	64	PG	Single	80995.0	1	396	83	860	28	409	73	56	1482	56	1	8	9	21	4	4	0	0	Old	3
829	38	UG	Married	16529.0	1	337	23	3	0	5	13	0	22	1	1	1	0	4	3	6	0	0	New	4
830	46	PG	Single	55412.0	2	379	65	10	5	28	11	1	63	8	1	2	0	5	3	5	0	0	Old	2
831	30	UG	Single	48789.0	0	788	94	351	16	156	7	5	680	145	1	6	4	17	7	6	0	0	Old	0
832	55	PG	Married	56575.0	2	580	42	421	5	90	0	16	542	10	3	7	3	17	7	5	0	0	Old	0
833	42	UG	Married	25130.0	1	664	10	2	5	7	0	18	50	18	2	2	0	5	3	7	0	0	Old	2
834	55	UG	Married	35441.0	2	660	94	25	1	9	2	1	39	1	2	1	0	4	3	8	0	0	Old	2
835	66	UG	Married	71391.0	1	617	50	336	123	274	46	123	1043	141	5	6	5	23	12	3	0	0	Old	3
836	50	PG	Single	49494.0	1	590	46	191	9	97	0	6	385	82	2	6	1	12	5	7	0	0	Old	0
837	42	UG	Single	81702.0	0	804	98	563	50	774	28	31	1633	187	1	7	7	26	12	3	0	0	Old	3
838	42	UG	Single	45889.0	1	667	42	31	0	6	0	1	46	8	1	1	0	4	3	6	0	0	Old	2
839	45	UG	Single	56628.0	1	260	30	479	5	82	7	17	761	171	2	7	6	18	5	5	1	0	New	1
840	72	UG	Married	34026.0	2	577	11	18	6	15	12	8	76	17	3	2	1	6	3	5	0	0	Old	2
841	48	UG	Married	40049.0	1	737	61	91	65	52	10	44	290	28	3	3	2	11	6	5	0	0	Old	2
842	34	UG	Single	34176.0	1	1	12	5	7	24	19	14	89	20	4	3	0	7	4	6	0	0	New	4
843	41	UG	Married	19419.0	1	786	76	2	14	28	16	3	70	7	4	4	0	7	3	9	0	0	Old	2
844	62	UG	Married	82504.0	0	497	2	362	50	431	134	35	1066	54	1	3	6	16	7	1	0	0	Old	3
845	52	UG	Married	81205.0	0	327	43	724	74	929	97	55	2009	130	1	5	6	18	7	2	4	0	New	1
846	31	UG	Single	61618.0	0	798	27	605	91	399	0	45	1345	205	2	3	6	17	8	3	0	0	Old	3
847	66	PG	Single	55284.0	1	712	60	547	7	140	0	7	764	63	3	7	5	20	8	5	0	0	Old	0
848	59	UG	Single	49980.0	1	409	79	104	1	54	13	9	195	14	2	3	1	9	5	5	0	0	Old	2
849	42	UG	Married	15072.0	2	427	96	8	2	15	0	10	53	18	4	3	1	7	3	5	0	0	Old	2
850	48	UG	Single	49166.0	1	541	17	224	2	25	7	0	368	110	2	5	3	11	3	6	0	0	Old	2
851	68	PG	Married	65324.0	1	35	0	384	0	102	21	32	544	5	3	6	2	17	9	4	0	0	New	4
852	65	UG	Married	82347.0	0	908	38	556	54	845	202	133	1853	63	1	7	7	24	10	3	2	0	Old	3
853	56	PG	Married	30843.0	2	194	43	24	0	2	0	0	35	9	2	1	1	4	2	5	1	0	New	4
854	48	PG	Married	46374.0	1	264	1	408	0	21	0	0	446	17	3	7	1	15	7	8	3	0	New	4
855	43	UG	Single	60474.0	1	701	25	265	199	303	234	9	1180	170	7	10	2	24	12	7	0	0	Old	3
856	49	PG	Married	38576.0	1	247	2	34	0	7	0	0	41	0	1	1	0	4	3	7	0	0	New	4
857	37	UG	Married	55357.0	2	655	66	374	64	116	84	25	727	64	3	6	2	19	11	5	0	0	Old	0
858	56	UG	Married	37758.0	2	970	49	27	2	10	0	0	40	1	2	1	0	4	3	8	0	0	Old	2
859	33	UG	Married	85710.0	0	580	5	600	20	350	29	30	1062	33	1	6	9	25	10	2	1	0	Old	3
860	53	UG	Married	23228.0	1	314	71	13	2	18	6	1	40	0	2	2	0	5	3	8	0	0	New	4
861	53	PG	Married	44602.0	2	294	35	167	2	89	0	0	292	34	6	6	1	11	4	8	0	0	New	4
862	35	UG	Married	7500.0	0	461	94	0	2	3	4	1	15	5	1	0	0	3	3	6	0	0	Old	2
863	33	UG	Married	38683.0	1	970	80	46	35	69	84	41	341	66	6	4	1	11	6	7	0	0	Old	2
864	47	UG	Single	49514.0	1	354	61	88	39	78	58	13	369	93	2	6	1	11	4	7	0	0	New	4
865	49	PG	Married	57906.0	1	395	29	243	11	119	10	3	401	15	3	4	2	14	8	4	0	0	Old	0
866	56	PG	Single	43456.0	1	620	0	275	11	68	25	7	393	7	3	5	1	14	8	5	0	0	Old	0
867	36	PG	Single	19485.0	2	438	80	6	0	4	0	0	10	0	1	1	0	3	2	7	0	0	Old	2
868	44	UG	Married	53172.0	1	549	54	121	62	90	68	20	486	125	3	2	3	13	8	3	0	0	Old	0
869	43	UG	Married	30545.0	1	780	71	4	12	15	19	7	69	12	2	2	0	5	3	7	0	0	Old	2
870	39	PG	Married	70123.0	0	434	27	1308	0	396	23	0	1727	0	1	5	7	16	4	3	2	0	Old	3
871	63	UG	Single	62450.0	1	188	61	515	47	267	62	66	995	38	2	5	5	14	4	3	1	0	New	1
872	46	UG	Married	21675.0	1	30	55	4	0	16	17	4	45	4	3	4	0	7	3	7	0	0	New	4
873	41	UG	Single	42395.0	2	246	35	48	13	57	24	15	182	25	4	3	1	8	4	7	0	0	New	4
874	44	PG	Married	61346.0	1	544	34	562	58	168	43	16	989	142	1	5	7	22	10	3	0	0	Old	3
875	69	UG	Married	80812.0	0	445	95	769	22	500	210	143	1677	33	1	4	8	17	5	2	3	0	Old	3
876	51	PG	Single	42835.0	2	524	64	379	4	93	12	9	595	98	7	6	6	16	4	6	0	0	Old	0
877	39	UG	Married	39922.0	1	660	30	29	12	59	19	1	156	36	2	3	0	7	4	8	0	0	Old	2
878	66	PG	Single	86424.0	0	216	12	387	68	569	89	45	1226	68	1	6	9	27	12	1	0	0	New	1
879	44	UG	Married	17117.0	1	688	96	12	23	38	30	18	128	7	4	3	1	7	3	9	0	0	Old	2
880	50	UG	Single	24762.0	1	65	16	6	10	12	3	15	86	40	3	3	1	6	2	8	2	0	New	4
881	47	UG	Married	35797.0	1	781	16	27	1	14	4	1	68	21	2	2	0	5	3	8	0	0	Old	2
882	47	UG	Single	36627.0	2	501	78	9	1	5	0	0	16	1	1	0	0	3	3	5	0	0	Old	2
883	41	UG	Married	51111.0	2	170	83	22	0	19	6	5	55	3	2	2	0	5	3	6	0	0	New	4
884	50	PG	Single	86857.0	0	727	96	899	102	838	133	102	2114	40	1	5	6	21	10	2	1	0	Old	3
885	52	PG	Married	82072.0	0	667	67	889	55	685	168	92	2018	129	1	3	2	18	13	1	0	0	Old	3
886	69	PG	Single	46231.0	3	740	87	189	2	55	0	5	263	12	4	6	1	11	4	9	0	0	Old	0
887	63	UG	Married	42243.0	2	389	34	48	0	2	0	0	55	5	2	2	0	5	3	7	0	0	Old	2
888	60	UG	Married	51195.0	2	701	46	230	14	156	82	24	564	58	8	9	2	16	5	8	0	0	Old	0
889	44	PG	Single	68092.0	0	355	7	852	60	207	78	36	1281	48	2	2	6	18	10	5	0	0	New	1
890	49	UG	Married	31814.0	1	460	73	35	3	20	4	1	83	20	2	2	0	5	3	9	1	0	Old	2
891	57	PG	Single	51390.0	2	849	54	205	20	47	23	2	353	56	6	5	2	12	5	5	0	0	Old	0
892	39	UG	Married	76630.0	0	326	93	255	31	446	40	56	1003	175	1	3	10	24	11	1	0	0	New	1
893	31	UG	Single	26868.0	1	220	52	0	0	1	8	3	14	2	1	1	0	3	2	7	0	0	New	4
894	79	PG	Single	48948.0	0	703	53	437	8	206	160	49	902	42	2	7	10	22	5	6	2	0	Old	3
895	50	PG	Single	55260.0	1	724	81	825	8	53	11	0	1139	242	2	8	10	23	5	6	0	0	Old	0
896	66	UG	Married	64090.0	1	516	8	316	58	161	76	51	797	135	1	6	9	19	4	5	1	0	Old	3
897	64	UG	Single	78331.0	1	317	97	756	138	354	160	169	1638	61	2	10	6	23	7	4	0	0	New	1
898	48	PG	Married	37087.0	1	393	50	194	55	134	15	0	401	3	3	4	2	14	8	6	0	0	Old	0
899	36	UG	Single	21846.0	1	410	38	7	17	18	6	10	84	26	4	4	0	7	3	8	0	0	Old	2
900	64	UG	Married	81320.0	0	552	61	183	33	493	59	103	928	57	1	4	3	17	10	2	0	0	Old	3
901	52	UG	Single	54137.0	1	477	46	171	0	11	0	1	203	20	2	4	1	9	4	6	0	0	Old	2
902	55	UG	Married	66825.0	0	510	73	243	101	405	29	40	858	40	1	4	5	15	6	2	0	0	Old	3
903	49	UG	Married	57100.0	0	603	19	181	21	69	39	3	409	96	1	3	3	12	6	3	0	0	Old	2
904	53	UG	Married	58917.0	3	622	10	151	7	89	0	7	282	28	5	4	1	11	6	5	0	0	Old	2
905	45	UG	Single	85072.0	0	93	94	494	92	391	194	11	1423	241	1	3	4	17	10	0	0	0	New	1
906	61	UG	Single	86429.0	0	380	10	464	28	873	29	18	1449	37	0	7	4	18	7	2	2	0	Old	3
907	51	UG	Single	45684.0	1	662	37	5	1	5	10	0	28	7	1	1	0	3	2	7	0	0	Old	2
908	48	UG	Married	47889.0	1	249	94	29	0	29	0	5	67	4	1	2	0	5	3	5	0	0	New	4
909	36	PG	Married	45921.0	0	64	23	102	9	49	24	3	199	12	1	2	1	9	6	4	0	0	New	4
910	56	PG	Single	78420.0	0	525	75	604	28	674	91	28	1453	28	1	3	10	21	8	1	0	0	Old	3
911	30	UG	Married	75114.0	0	513	40	571	12	523	63	60	1253	24	1	3	10	18	5	2	0	0	Old	3
912	59	PG	Single	52278.0	1	680	24	953	0	71	0	0	1198	174	6	10	5	25	10	8	1	0	Old	0
913	50	PG	Married	35641.0	1	510	11	63	3	67	8	9	178	28	2	3	1	8	4	7	1	0	Old	2
914	28	UG	Single	95529.0	0	999	29	770	29	890	250	27	1990	24	1	7	3	17	7	3	2	0	Old	3
915	68	UG	Married	62820.0	0	396	51	398	61	265	138	61	976	53	1	3	4	13	6	1	0	0	Old	3
916	62	PG	Married	73113.0	0	345	86	741	19	154	50	9	1001	28	1	3	4	14	7	2	0	0	New	1
917	40	PG	Married	84169.0	0	516	9	1478	19	403	0	19	1919	0	1	7	6	19	6	3	3	0	Old	3
918	68	UG	Single	42607.0	1	384	30	156	29	56	30	32	350	47	2	3	2	12	7	3	0	0	Old	2
919	68	PG	Single	74637.0	0	567	73	960	64	464	146	0	1650	16	1	6	9	24	9	3	1	0	Old	3
920	67	PG	Married	46015.0	2	237	25	38	0	2	0	0	46	6	1	1	0	4	3	7	2	0	New	4
921	29	UG	Single	72354.0	0	598	67	315	26	473	220	12	1228	182	1	2	10	18	6	1	0	0	Old	3
922	53	PG	Single	39858.0	1	681	67	15	20	25	2	7	95	26	1	2	0	6	4	6	1	0	Old	2
923	74	PG	Married	34469.0	2	245	58	19	6	20	0	5	62	12	3	1	1	6	4	4	0	0	New	4
924	36	UG	Married	83033.0	1	202	82	812	99	431	237	149	1761	33	1	11	4	25	10	5	1	0	New	1
925	43	PG	Married	24401.0	0	827	98	73	28	217	10	24	467	115	3	6	1	13	6	8	0	0	Old	0
926	44	UG	Married	77583.0	0	65	93	372	23	384	250	12	1149	108	1	4	5	18	9	2	1	0	New	1
927	40	UG	Single	74116.0	0	341	53	871	111	704	145	55	2052	166	1	4	4	18	10	2	1	0	New	1
928	29	UG	Single	74293.0	0	245	66	375	152	335	93	91	1127	81	1	5	4	15	6	2	0	0	New	1
929	46	PG	Married	68397.0	1	384	6	760	80	466	17	13	1416	80	1	6	9	20	5	3	0	0	Old	3
930	48	PG	Married	79632.0	0	124	42	471	0	510	99	21	1113	12	1	6	4	19	9	2	0	0	New	1
931	33	UG	Single	46107.0	1	65	78	31	9	27	16	9	125	33	1	1	1	6	4	3	0	0	New	4
932	71	PG	Single	64950.0	1	728	29	819	0	72	12	0	966	63	2	11	2	23	10	7	1	0	Old	0
933	33	UG	Married	25443.0	1	714	82	1	4	3	8	9	32	7	1	1	0	4	3	8	0	0	Old	2
934	70	UG	Single	75127.0	0	198	92	203	35	305	46	17	833	227	1	2	11	18	5	1	0	0	New	1
935	51	PG	Married	32892.0	1	195	78	26	0	15	2	1	46	2	2	3	0	6	3	8	0	0	New	4
936	51	UG	Married	71796.0	0	408	54	354	21	311	167	75	960	32	1	9	3	16	4	4	0	0	Old	3
937	52	PG	Married	67536.0	1	563	45	1253	0	447	23	71	1829	35	3	11	5	27	11	8	1	0	Old	0
938	51	UG	Single	55239.0	1	510	59	371	17	238	23	24	779	106	3	7	5	23	11	5	0	0	Old	0
939	47	PG	Single	60554.0	1	454	8	588	7	76	110	15	811	15	2	8	4	21	9	6	0	0	Old	0
940	70	UG	Single	64831.0	2	426	51	480	86	249	75	86	1120	144	8	6	3	14	5	6	0	0	Old	0
941	60	PG	Married	56067.0	1	504	51	517	12	54	16	6	725	120	2	7	4	18	7	5	0	0	Old	0
942	39	UG	Single	82025.0	0	557	76	267	98	606	48	70	1187	98	1	3	2	11	6	1	2	0	Old	3
943	69	UG	Married	94384.0	0	612	62	1111	24	790	160	45	2302	172	0	5	8	18	5	2	4	0	Old	3
944	36	UG	Single	14906.0	0	714	86	7	7	14	7	16	66	15	3	2	1	6	3	7	0	0	Old	2
945	35	PG	Married	51563.0	0	1061	60	1166	0	48	0	0	1250	36	1	4	4	18	10	8	2	0	Old	0
946	40	UG	Married	57937.0	1	293	56	261	42	144	55	48	683	133	3	4	4	17	9	3	0	0	New	1
947	43	UG	Single	68274.0	2	432	83	135	25	51	23	25	305	46	2	4	2	11	5	3	0	0	Old	2
948	45	UG	Married	39771.0	1	542	92	6	2	18	2	8	50	14	1	2	0	5	3	4	0	0	Old	2
949	47	UG	Single	67893.0	1	1061	31	711	28	142	49	18	995	47	2	3	2	14	9	8	0	0	Old	0
950	43	PG	Married	27922.0	1	62	80	11	0	13	2	4	41	11	1	2	0	5	3	4	0	0	New	4
951	46	PG	Married	52190.0	2	123	39	42	0	17	0	0	77	18	3	2	1	6	3	5	1	0	New	4
952	49	PG	Single	44051.0	2	676	20	79	7	58	6	3	171	18	4	3	1	8	4	6	1	0	Old	2
953	51	PG	Single	42767.0	2	396	53	20	6	43	19	5	131	38	1	3	1	6	2	8	0	0	Old	2
954	46	PG	Married	46106.0	2	31	84	30	0	8	2	0	54	14	1	1	1	4	2	6	0	0	New	4
955	46	PG	Married	16927.0	2	430	50	20	2	23	3	1	53	4	5	3	0	7	4	8	0	0	Old	2
956	57	UG	Married	59754.0	1	1059	96	115	27	44	4	146	475	139	3	5	2	13	6	5	1	0	Old	0
957	70	UG	Single	53700.0	1	841	94	263	5	233	69	41	694	83	4	5	5	18	8	5	0	0	Old	0
958	49	UG	Married	59041.0	2	154	25	69	2	15	2	2	96	6	2	2	0	6	4	5	0	0	New	4
959	65	PG	Single	54237.0	1	588	48	267	3	30	4	0	361	57	4	5	2	12	5	6	0	0	Old	0
960	55	UG	Single	70647.0	1	806	65	561	85	171	25	123	1079	114	2	4	7	24	13	2	0	0	Old	3
961	60	PG	Single	52597.0	1	154	69	492	0	37	7	0	578	42	3	6	3	17	8	5	0	0	New	4
962	53	PG	Married	41021.0	1	706	12	14	7	9	6	16	64	12	2	2	0	5	3	6	1	0	Old	2
963	47	PG	Married	40233.0	1	418	84	80	4	46	0	17	149	2	5	2	1	8	5	6	0	0	Old	2
964	42	UG	Married	50183.0	2	164	47	97	12	84	13	10	231	15	7	3	1	10	6	5	0	0	New	4
965	63	UG	Married	54753.0	1	362	87	197	107	227	7	59	728	131	3	5	2	18	11	4	0	0	New	1
966	49	UG	Married	92955.0	0	474	35	693	21	925	31	24	1778	84	1	6	7	22	9	2	3	0	Old	3
967	49	UG	Married	33471.0	1	726	47	43	2	27	0	9	93	12	3	3	0	7	4	7	0	0	Old	2
968	48	PG	Married	34596.0	1	602	48	14	0	2	0	0	23	7	1	1	0	3	2	8	1	0	Old	2
969	42	UG	Married	44010.0	1	784	46	186	36	234	86	72	662	48	6	10	2	18	6	9	0	0	Old	0
970	34	UG	Married	84219.0	0	307	27	434	137	400	45	137	1198	45	1	3	4	17	10	1	0	0	New	1
971	54	PG	Married	40706.0	3	688	37	59	0	11	4	2	81	5	4	3	0	7	4	7	0	0	Old	2
972	34	UG	Married	15716.0	1	725	8	16	5	30	8	7	92	26	3	3	0	7	4	8	0	1	Old	2
973	63	UG	Single	59052.0	1	384	29	230	35	75	63	57	491	31	3	7	1	15	7	5	0	0	Old	0
974	51	PG	Married	80573.0	0	783	85	829	138	430	60	92	1564	15	1	4	6	23	13	2	0	0	Old	3
975	60	UG	Married	83715.0	0	279	2	318	8	407	150	35	926	8	1	2	8	23	13	0	0	0	New	1
976	63	PG	Married	82576.0	0	1063	66	1206	55	445	168	18	1910	18	1	2	4	18	12	1	1	0	Old	3
977	57	PG	Married	56962.0	3	391	60	292	3	77	10	3	411	26	7	6	3	14	5	7	0	0	Old	0
978	70	UG	Married	35704.0	2	280	54	30	9	12	2	11	94	30	3	2	0	6	4	4	0	0	New	4
979	68	UG	Married	53103.0	1	362	70	729	17	133	11	0	1085	195	5	10	6	23	7	7	1	0	New	0
980	62	UG	Single	46779.0	2	364	55	12	1	3	0	0	23	7	1	0	1	3	2	4	0	0	New	4
981	57	UG	Single	4861.0	0	167	20	2	1	1	1	0	6	1	0	0	0	0	0	14	0	0	New	4
982	43	PG	Single	33462.0	1	516	78	22	3	18	0	0	54	11	1	2	0	5	3	7	0	0	Old	2
983	44	UG	Single	63693.0	1	418	63	587	43	337	42	87	1150	54	3	11	6	26	9	6	0	0	Old	3
